Factura,Fecha,FechaVencimiento,Cliente,Producto,Cantidad,Moneda,Total,Almacen,Vendedor,TotalUSD,Impuesto,ImpuestoUSD,Tipo de cambio,Ganacia,GananciaUSD
000601574,20180406.,20180506.,C001597,A000301,20.00,CRC,"5,300.00",1,-1,0,689.00,0,0,"2,122.3100",0
000601694,20180406.,20180506.,C000627,A000379,2.00,CRC,"12,400.00",1,-1,0,0.00,0,0,"2,231.3500",0
000601743,20180406.,20180506.,C001914,A000313,1.00,CRC,"12,000.00",1,-1,0,"1,560.00",0,0,"3,765.8200",0
000601743,20180406.,20180506.,C001914,A000314,4.00,CRC,"8,800.00",1,-1,0,"1,144.00",0,0,"2,929.5600",0
000601897,20180407.,20180507.,C000179,A000303,1.00,CRC,330.00,1,-1,0,42.90,0,0,1.170.900,0
000601908,20180409.,20180609.,C004108,A000341,15.00,CRC,"2,700.00",2,-1,0,0.00,0,0,"1,364.4200",0
000602134,20180409.,20180509.,C000642,A000338,50.00,CRC,"3,400.00",1,-1,0,0.00,0,0,"1,704.4700",0
000602144,20180409.,20180509.,C001074,A000340,12.00,CRC,"2,652.00",1,-1,0,0.00,0,0,"1,672.8100",0
000602182,20180409.,20180709.,C000395,A000382,6.00,CRC,"10,808.58",1,-1,0,0.00,0,0,"5,094.4900",0
000602527,20180410.,20180510.,C003923,A000343,6.00,CRC,"1,740.00",1,-1,0,0.00,0,0,9.402.300,0
000602531,20180410.,20180510.,C000810,A000310,2.00,CRC,"11,854.70",1,-1,0,"1,541.11",0,0,"4,149.1400",0
000602567,20180410.,20180510.,C002110,A000305,12.00,CRC,"4,320.00",1,-1,0,561.60,0,0,"1,540.7000",0
000602567,20180410.,20180510.,C002110,A000303,12.00,CRC,"3,960.00",1,-1,0,514.80,0,0,"1,405.0600",0
000602567,20180410.,20180510.,C002110,A000304,12.00,CRC,"3,960.00",1,-1,0,514.80,0,0,"1,387.3500",0
000602578,20180410.,20180425.,C003162,A000382,2.00,CRC,"3,602.86",1,-1,0,0.00,0,0,"1,698.1600",0
000602595,20180410.,20180510.,C003923,A000382,6.00,CRC,"10,808.58",1,-1,0,0.00,0,0,"5,094.4900",0
000602613,20180410.,20180510.,C001422,A000369,12.00,CRC,"50,640.01",1,-1,0,"6,583.20",0,0,"9,751.3500",0
000602613,20180410.,20180510.,C001422,A000371,12.00,CRC,"50,100.01",1,-1,0,"6,513.00",0,0,"9,562.7900",0
000602613,20180410.,20180510.,C001422,A000348,12.00,CRC,"15,303.60",1,-1,0,"1,989.47",0,0,"1,965.1000",0
000602613,20180410.,20180510.,C001422,A000341,12.00,CRC,"2,656.80",1,-1,0,0.00,0,0,"1,660.0800",0
000602613,20180410.,20180510.,C001422,A000341,12.00,CRC,"2,656.80",1,-1,0,0.00,0,0,"1,660.0800",0
000602800,20180412.,20180412.,C000712,A000314,1.00,CRC,"2,257.86",1,-1,0,293.52,0,0,7.902.500,0
000602955,20180412.,20180512.,C000794,A000327,25.00,CRC,"26,249.34",1,-1,0,0.00,0,0,"6,372.2400",0
000603094,20180412.,20180512.,C002019,A000325,48.00,CRC,"52,803.03",1,-1,0,0.00,0,0,"13,218.4300",0
000603147,20180412.,20180512.,C000629,A000324,36.00,CRC,"35,818.15",1,-1,0,0.00,0,0,"7,590.4600",0
000603147,20180412.,20180512.,C000629,A000320,36.00,CRC,"41,220.00",1,-1,0,0.00,0,0,"17,190.4300",0
000603147,20180412.,20180512.,C000629,A000319,36.00,CRC,"42,408.00",1,-1,0,0.00,0,0,"18,290.1700",0
000603147,20180412.,20180512.,C000629,A000327,36.00,CRC,"37,799.05",1,-1,0,0.00,0,0,"9,176.0200",0
000603147,20180412.,20180512.,C000629,A000322,36.00,CRC,"34,201.48",1,-1,0,0.00,0,0,"8,446.5600",0
000603210,20180413.,20180513.,C002853,A000340,6.00,CRC,"1,326.00",1,-1,0,0.00,0,0,8.364.100,0
000603210,20180413.,20180513.,C002853,A000341,6.00,CRC,"1,326.00",1,-1,0,0.00,0,0,8.276.400,0
000603254,20180413.,20180413.,C003169,A000341,6.00,CRC,"1,259.70",1,-1,0,0.00,0,0,7.613.400,0
000603313,20180413.,20180513.,C000725,A000322,10.00,CRC,"9,500.41",1,-1,0,0.00,0,0,"2,346.2700",0
000603325,20180413.,20180513.,C003588,A000310,1.00,CRC,"5,927.35",1,-1,0,770.56,0,0,"2,074.5700",0
000603371,20180413.,20180413.,C003337,A000377,2.00,CRC,"25,465.70",1,-1,0,0.00,0,0,"2,978.9000",0
000603461,20180413.,20180513.,C001074,A000345,12.00,CRC,"2,652.00",1,-1,0,0.00,0,0,"1,706.2500",0
000603461,20180413.,20180513.,C001074,A000338,50.00,CRC,"3,400.00",1,-1,0,0.00,0,0,"1,704.4600",0
000603461,20180413.,20180513.,C001074,A000340,10.00,CRC,"2,210.00",1,-1,0,0.00,0,0,"1,394.0100",0
000603461,20180413.,20180513.,C001074,A000327,12.00,CRC,"12,599.68",1,-1,0,0.00,0,0,"3,058.6700",0
000603519,20180414.,20180514.,C001716,A000308,1.00,CRC,"7,839.00",1,-1,0,"1,019.07",0,0,"3,156.0300",0
000603549,20180416.,20180516.,C002541,A000305,4.00,CRC,"1,368.00",1,-1,0,177.84,0,0,4.415.700,0
000603549,20180416.,20180516.,C002541,A000303,4.00,CRC,"1,254.00",1,-1,0,163.02,0,0,4.023.500,0
000603549,20180416.,20180516.,C002541,A000304,4.00,CRC,"1,254.00",1,-1,0,163.02,0,0,3.964.500,0
000603648,20180416.,20180616.,C004108,A000341,15.00,CRC,"2,700.00",2,-1,0,0.00,0,0,"1,364.4200",0
000603724,20180416.,20180516.,C003705,A000336,12.00,CRC,"17,496.00",1,-1,0,0.00,0,0,"9,620.0300",0
000603810,20180416.,20180516.,C000642,A000344,8.00,CRC,"1,632.00",1,-1,0,0.00,0,0,"1,010.1500",0
000603810,20180416.,20180516.,C000642,A000341,6.00,CRC,"1,326.00",1,-1,0,0.00,0,0,8.276.400,0
000603820,20180416.,20180716.,C000395,A000382,20.00,CRC,"36,028.60",1,-1,0,0.00,0,0,"16,981.6400",0
000603841,20180416.,20180531.,C001117,A000345,400.00,CRC,"79,600.00",1,-1,0,0.00,0,0,"48,075.0400",0
000603841,20180416.,20180531.,C001117,A000340,275.00,CRC,"54,725.00",1,-1,0,0.00,0,0,"32,285.3400",0
000603841,20180416.,20180531.,C001117,A000341,375.00,CRC,"74,625.00",1,-1,0,0.00,0,0,"43,477.3800",0
000603863,20180417.,20180517.,C001458,A000314,1.00,CRC,"2,257.86",1,-1,0,293.52,0,0,7.902.500,0
000603863,20180417.,20180517.,C001458,A000310,1.00,CRC,"5,927.35",1,-1,0,770.56,0,0,"2,074.5700",0
000603941,20180417.,20180517.,C004005,A000389,1.00,CRC,"6,750.00",1,-1,0,877.50,0,0,1.350.000,0
000604070,20180417.,20180517.,C000506,A000322,18.00,CRC,"17,100.74",1,-1,0,0.00,0,0,"4,223.2800",0
000604100,20180417.,20180517.,C004079,A000309,1.00,CRC,"11,795.00",1,-1,0,"1,533.35",0,0,"5,308.2000",0
000604103,20180417.,20180617.,C000479,A000308,1.00,CRC,"8,295.00",1,-1,0,"1,078.35",0,0,"3,612.0300",0
000604232,20180418.,20180518.,C003923,A000336,6.00,CRC,"8,748.00",1,-1,0,0.00,0,0,"4,810.0100",0
000604232,20180418.,20180518.,C003923,A000319,6.00,CRC,"7,068.00",1,-1,0,0.00,0,0,"3,048.3600",0
000604232,20180418.,20180518.,C003923,A000322,6.00,CRC,"5,700.25",1,-1,0,0.00,0,0,"1,407.7600",0
000604257,20180418.,20180518.,C001591,A000383,6.00,CRC,"28,031.09",1,-1,0,0.00,0,0,"1,403.0900",0
000604271,20180418.,20180518.,C000856,A000324,12.00,CRC,"11,939.38",1,-1,0,0.00,0,0,"2,530.1500",0
000604271,20180418.,20180518.,C000856,A000319,12.00,CRC,"14,136.00",1,-1,0,0.00,0,0,"6,096.7200",0
000604271,20180418.,20180518.,C000856,A000336,12.00,CRC,"17,496.00",1,-1,0,0.00,0,0,"9,620.0300",0
000604271,20180418.,20180518.,C000856,A000327,12.00,CRC,"12,599.68",1,-1,0,0.00,0,0,"3,058.6700",0
000604402,20180418.,20180518.,C003442,A000310,1.00,CRC,"5,927.35",1,-1,0,770.56,0,0,"2,074.5700",0
000604478,20180418.,20180518.,C003371,A000309,1.00,CRC,"11,795.00",1,-1,0,"1,533.35",0,0,"5,308.2000",0
000604478,20180418.,20180518.,C003371,A000308,1.00,CRC,"8,295.00",1,-1,0,"1,078.35",0,0,"3,612.0300",0
000604656,20180419.,20180519.,C004005,A000389,24.00,CRC,"162,000.00",1,-1,0,"21,060.00",0,0,"3,240.0000",0
000604669,20180419.,20180419.,C004052,A000308,1.00,CRC,"8,295.00",1,-1,0,"1,078.35",0,0,"3,612.0300",0
000604689,20180419.,20180519.,C000510,A000343,10.00,CRC,"2,755.00",1,-1,0,0.00,0,0,"1,422.0500",0
000604704,20180419.,20180619.,C000361,A000341,30.00,CRC,"5,715.60",1,-1,0,0.00,0,0,"3,285.3900",0
000604723,20180419.,20180519.,C001244,A000345,13.00,CRC,"2,585.70",1,-1,0,0.00,0,0,"1,561.1400",0
000604723,20180419.,20180519.,C001244,A000344,30.00,CRC,"5,508.00",1,-1,0,0.00,0,0,"3,176.0800",0
000604723,20180419.,20180519.,C001244,A000316,5.00,CRC,"9,571.50",1,-1,0,0.00,0,0,"2,174.1400",0
000604819,20180419.,20180519.,C000083,A000378,6.00,CRC,"43,602.00",1,-1,0,0.00,0,0,"6,541.2000",0
000604846,20180419.,20180519.,C003126,A000341,10.00,CRC,"2,210.00",1,-1,0,0.00,0,0,"1,399.9300",0
000604889,20180419.,20180619.,C000571,A000382,10.00,CRC,"18,014.30",1,-1,0,0.00,0,0,"8,490.8200",0
000604902,20180420.,20180520.,C000098,A000305,100.00,CRC,"36,000.00",1,-1,0,"4,680.00",0,0,"12,839.1500",0
000605090,20180420.,20180520.,C003199,A000359,10.00,CRC,"21,950.00",1,-1,0,0.00,0,0,"8,047.0300",0
000605215,20180421.,20180521.,C001716,A000308,1.00,CRC,"7,839.00",1,-1,0,"1,019.07",0,0,"3,156.0300",0
000605332,20180423.,20180523.,C001330,A000379,2.00,CRC,"12,400.00",1,-1,0,0.00,0,0,"2,231.3500",0
000605384,20180423.,20180623.,C004108,A000341,15.00,CRC,"2,700.00",2,-1,0,0.00,0,0,"1,364.4200",0
000605389,20180423.,20180523.,C003265,A000343,6.00,CRC,"1,740.00",1,-1,0,0.00,0,0,9.402.300,0
000605389,20180423.,20180523.,C003265,A000344,6.00,CRC,"1,224.00",1,-1,0,0.00,0,0,7.576.200,0
000605389,20180423.,20180523.,C003265,A000341,3.00,CRC,663.00,1,-1,0,0.00,0,0,4.199.800,0
000605399,20180423.,20180523.,C000447,A000341,10.00,CRC,"2,210.00",1,-1,0,0.00,0,0,"1,399.9300",0
000605459,20180423.,20180523.,C002349,A000341,300.00,CRC,"66,300.00",1,-1,0,0.00,0,0,"41,997.8600",0
000605623,20180424.,20180524.,C001471,A000348,1.00,CRC,"1,710.00",1,-1,0,222.30,0,0,5.984.600,0
000605623,20180424.,20180524.,C001471,A000327,1.00,CRC,"1,285.00",1,-1,0,0.00,0,0,4.899.200,0
000605623,20180424.,20180524.,C001471,A000322,1.00,CRC,"1,279.00",1,-1,0,0.00,0,0,5.635.900,0
000605623,20180424.,20180524.,C001471,A000324,1.00,CRC,"1,379.00",1,-1,0,0.00,0,0,5.949.000,0
000605740,20180424.,20180524.,C001422,A000369,8.00,CRC,"32,842.37",1,-1,0,"4,269.51",0,0,"5,583.2600",0
000605740,20180424.,20180524.,C001422,A000371,8.00,CRC,"33,400.01",1,-1,0,"4,342.00",0,0,"6,375.2000",0
000605740,20180424.,20180524.,C001422,A000349,8.00,CRC,"15,228.00",1,-1,0,"1,979.64",0,0,"1,980.2000",0
000605831,20180424.,20180524.,C000994,A000327,36.00,CRC,"43,947.00",1,-1,0,0.00,0,0,"15,323.9700",0
000605831,20180424.,20180524.,C000994,A000322,36.00,CRC,"43,741.80",1,-1,0,0.00,0,0,"17,986.8800",0
000606037,20180425.,20180525.,C003435,A000382,24.00,CRC,"43,234.32",1,-1,0,0.00,0,0,"20,377.9600",0
000606173,20180425.,20180525.,C003230,A000322,12.00,CRC,"11,400.49",1,-1,0,0.00,0,0,"2,815.5200",0
000606412,20180426.,20180426.,C003593,A000341,12.00,CRC,"2,820.00",1,-1,0,0.00,0,0,"1,847.9100",0
000606443,20180426.,20180526.,C000694,A000341,6.00,CRC,"1,259.70",1,-1,0,0.00,0,0,7.736.600,0
000606451,20180426.,20180526.,C000350,A000325,12.00,CRC,"13,200.76",1,-1,0,0.00,0,0,"3,304.6100",0
000606451,20180426.,20180526.,C000350,A000327,12.00,CRC,"12,599.68",1,-1,0,0.00,0,0,"3,058.6700",0
000606451,20180426.,20180526.,C000350,A000324,12.00,CRC,"11,939.38",1,-1,0,0.00,0,0,"2,530.1500",0
000606451,20180426.,20180526.,C000350,A000322,12.00,CRC,"11,400.49",1,-1,0,0.00,0,0,"2,815.5200",0
000606706,20180427.,20180627.,C004108,A000341,45.00,CRC,"8,100.00",2,-1,0,0.00,0,0,"4,093.2500",0
000606896,20180428.,20180528.,C001262,A000324,48.00,CRC,"47,757.53",1,-1,0,0.00,0,0,"10,120.6100",0
000607014,20180430.,20180630.,C004108,A000341,45.00,CRC,"8,100.00",2,-1,0,0.00,0,0,"4,093.2500",0
000607083,20180430.,20180530.,C000968,A000338,12.00,CRC,816.00,1,-1,0,0.00,0,0,4.090.700,0
000607145,20180430.,20180530.,C003894,A000341,6.00,CRC,"1,326.00",1,-1,0,0.00,0,0,8.399.600,0
000607154,20180430.,20180530.,C000325,A000308,2.00,CRC,"16,547.10",1,-1,0,"2,151.12",0,0,"7,181.1500",0
000607197,20180430.,20180530.,C001074,A000327,12.00,CRC,"12,601.22",1,-1,0,0.00,0,0,"3,060.2100",0
000607221,20180502.,20180602.,C004005,A000359,2.00,CRC,"2,837.34",1,-1,0,0.00,0,0,567.400,0
000607243,20180502.,20180602.,C002330,A000341,6.00,CRC,"1,259.70",1,-1,0,0.00,0,0,7.736.600,0
000607465,20180502.,20180602.,C000653,A000341,6.00,CRC,"1,259.70",1,-1,0,0.00,0,0,7.736.600,0
000607495,20180502.,20180602.,C002883,A000314,1.00,CRC,"2,257.86",1,-1,0,293.52,0,0,7.902.500,0
000607495,20180502.,20180602.,C002883,A000303,12.00,CRC,"3,060.29",1,-1,0,397.84,0,0,5.053.500,0
000607618,20180503.,20180603.,C000555,A000322,24.00,CRC,"22,800.99",1,-1,0,0.00,0,0,"5,631.0400",0
000607623,20180503.,20180503.,C004120,A000383,1.00,CRC,"5,220.25",1,-1,0,0.00,0,0,7.822.500,0
000607777,20180503.,20180603.,C002363,A000327,3.00,CRC,"3,150.31",1,-1,0,0.00,0,0,7.650.600,0
000607777,20180503.,20180603.,C002363,A000324,3.00,CRC,"2,985.26",1,-1,0,0.00,0,0,6.329.500,0
000607777,20180503.,20180603.,C002363,A000383,2.00,CRC,"9,343.70",1,-1,0,0.00,0,0,4.677.000,0
000607813,20180503.,20180603.,C003512,A000341,20.00,CRC,"4,408.00",1,-1,0,0.00,0,0,"2,787.8600",0
000607815,20180503.,20180603.,C001191,A000308,2.00,CRC,"16,590.00",1,-1,0,"2,156.70",0,0,"7,224.0500",0
000607815,20180503.,20180603.,C001191,A000309,2.00,CRC,"23,590.00",1,-1,0,"3,066.70",0,0,"10,616.4100",0
000608001,20180504.,20180604.,C000131,A000309,6.00,CRC,"70,770.00",1,-1,0,"9,200.10",0,0,"31,849.2200",0
000608064,20180504.,20180604.,C001640,A000345,10.00,CRC,"2,210.00",1,-1,0,0.00,0,0,"1,421.8800",0
000608120,20180504.,20180604.,C000929,A000327,12.00,CRC,"12,601.22",1,-1,0,0.00,0,0,"3,060.2100",0
000608123,20180504.,20180604.,C003923,A000325,6.00,CRC,"6,600.38",1,-1,0,0.00,0,0,"1,652.3100",0
000608129,20180504.,20180604.,C000331,A000301,12.00,CRC,"2,280.06",1,-1,0,296.41,0,0,3.734.400,0
000608140,20180504.,20180604.,C003867,A000302,40.00,CRC,"11,669.60",1,-1,0,"1,517.05",0,0,"4,084.2300",0
000608194,20180505.,20180520.,C000894,A000327,24.00,CRC,"29,298.00",1,-1,0,0.00,0,0,"10,215.9800",0
000608327,20180507.,20180607.,C000725,A000324,10.00,CRC,"9,950.00",1,-1,0,0.00,0,0,"2,108.9800",0
000608327,20180507.,20180607.,C000725,A000322,10.00,CRC,"9,504.12",1,-1,0,0.00,0,0,"2,349.9800",0
000608389,20180507.,20180607.,C001640,A000341,1.00,CRC,221.00,1,-1,0,0.00,0,0,1.399.900,0
000608435,20180507.,20180607.,C000569,A000382,20.00,CRC,"36,028.60",1,-1,0,0.00,0,0,"16,981.6400",0
000608502,20180507.,20180607.,C001918,A000316,4.00,CRC,"8,508.00",1,-1,0,0.00,0,0,"2,590.1100",0
000608649,20180508.,20180608.,C001105,A000309,1.00,CRC,"11,795.00",1,-1,0,"1,533.35",0,0,"5,308.2000",0
000608710,20180508.,20180608.,C002225,A000336,12.00,CRC,"17,496.00",1,-1,0,0.00,0,0,"9,620.0300",0
000608782,20180508.,20180608.,C003801,A000382,24.00,CRC,"43,234.32",1,-1,0,0.00,0,0,"20,377.9600",0
000608850,20180508.,20180608.,C001244,A000345,30.00,CRC,"5,967.00",1,-1,0,0.00,0,0,"3,602.6300",0
000608869,20180508.,20180608.,C001237,A000327,3.00,CRC,"3,469.50",1,-1,0,0.00,0,0,"1,084.2500",0
000608989,20180509.,20180609.,C001275,A000304,10.00,CRC,"2,550.24",1,-1,0,331.53,0,0,4.063.700,0
000609034,20180509.,20180609.,C004101,A000321,6.00,CRC,"5,580.00",1,-1,0,0.00,0,0,"1,794.4500",0
000609109,20180509.,20180609.,C003588,A000310,1.00,CRC,"5,927.35",1,-1,0,770.56,0,0,"2,074.5700",0
000609191,20180509.,20180709.,C001393,A000327,2.00,CRC,"2,099.95",1,-1,0,0.00,0,0,5.097.800,0
000609323,20180510.,20180610.,C001505,A000336,12.00,CRC,"17,496.00",1,-1,0,0.00,0,0,"10,095.5500",0
000609459,20180510.,20180610.,C000650,A000309,1.00,CRC,"11,795.00",1,-1,0,"1,533.35",0,0,"5,308.2000",0
000609459,20180510.,20180610.,C000650,A000308,1.00,CRC,"8,295.00",1,-1,0,"1,078.35",0,0,"3,612.0300",0
000609603,20180511.,20180611.,C003554,A000322,25.00,CRC,"23,751.03",1,-1,0,0.00,0,0,"5,865.6700",0
000609603,20180511.,20180611.,C003554,A000324,15.00,CRC,"14,926.30",1,-1,0,0.00,0,0,"3,164.7600",0
000609630,20180511.,20180611.,C000794,A000305,15.00,CRC,"3,825.36",1,-1,0,497.30,0,0,3.512.300,0
000609863,20180511.,20180611.,C003923,A000334,6.00,CRC,"6,601.34",1,-1,0,0.00,0,0,"2,779.3000",0
000609863,20180511.,20180611.,C003923,A000335,6.00,CRC,"15,990.00",1,-1,0,0.00,0,0,"6,658.0700",0
000609873,20180511.,20180711.,C000479,A000308,1.00,CRC,"8,295.00",1,-1,0,"1,078.35",0,0,"3,612.0300",0
000610040,20180514.,20180714.,C004108,A000341,15.00,CRC,"2,700.00",2,-1,0,0.00,0,0,"1,364.4200",0
000610046,20180514.,20180614.,C000293,A000304,19.00,CRC,"4,845.46",1,-1,0,629.91,0,0,7.721.000,0
000610147,20180514.,20180614.,C003369,A000310,3.00,CRC,"15,648.20",1,-1,0,"2,034.27",0,0,"4,089.8600",0
000610169,20180514.,20180614.,C001379,A000364,6.00,CRC,"15,396.29",1,-1,0,0.00,0,0,7.700.900,0
000610201,20180514.,20180614.,C001379,A000325,144.00,CRC,"158,432.11",1,-1,0,0.00,0,0,"39,678.3200",0
000610201,20180514.,20180614.,C001379,A000349,39.00,CRC,"99,411.00",1,-1,0,"12,923.43",0,0,"34,827.9900",0
000610201,20180514.,20180614.,C001379,A000322,144.00,CRC,"136,824.35",1,-1,0,0.00,0,0,"33,804.6700",0
000610201,20180514.,20180614.,C001379,A000348,48.00,CRC,"82,080.00",1,-1,0,"10,670.40",0,0,"28,725.9900",0
000610201,20180514.,20180614.,C001379,A000327,144.00,CRC,"151,214.69",1,-1,0,0.00,0,0,"36,722.5800",0
000610473,20180515.,20180615.,C001244,A000316,6.00,CRC,"11,485.80",1,-1,0,0.00,0,0,"2,608.9700",0
000610492,20180515.,20180615.,C004056,A000313,2.00,CRC,"25,335.94",1,-1,0,"3,293.67",0,0,"8,250.7900",0
000610499,20180515.,20180615.,C000183,A000328,10.00,CRC,"13,501.74",1,-1,0,0.00,0,0,"5,464.4900",0
000610499,20180515.,20180615.,C000183,A000325,10.00,CRC,"11,000.63",1,-1,0,0.00,0,0,"2,753.8400",0
000610499,20180515.,20180615.,C000183,A000322,10.00,CRC,"9,500.41",1,-1,0,0.00,0,0,"2,346.2700",0
000610719,20180516.,20180716.,C001874,A000310,5.00,CRC,"26,673.08",1,-1,0,"3,467.50",0,0,"7,409.1800",0
000610781,20180516.,20180716.,C000369,A000324,6.00,CRC,"5,970.52",1,-1,0,0.00,0,0,"1,265.9100",0
000610794,20180516.,20180616.,C000663,A000301,50.00,CRC,"9,500.25",1,-1,0,"1,235.03",0,0,"1,556.0200",0
000610798,20180516.,20180616.,C002116,A000305,36.00,CRC,"9,180.86",1,-1,0,"1,193.51",0,0,8.429.500,0
000610798,20180516.,20180616.,C002116,A000303,36.00,CRC,"9,180.86",1,-1,0,"1,193.51",0,0,"1,516.0300",0
000610820,20180516.,20180616.,C000603,A000309,1.00,CRC,"11,795.00",1,-1,0,"1,533.35",0,0,"5,308.2000",0
000610896,20180516.,20180616.,C000603,A000309,1.00,CRC,"11,795.00",1,-1,0,"1,533.35",0,0,"5,308.2000",0
000611048,20180517.,20180517.,C000712,A000327,1.00,CRC,"1,285.00",1,-1,0,0.00,0,0,4.899.200,0
000611072,20180517.,20180617.,C000968,A000338,15.00,CRC,"1,020.00",1,-1,0,0.00,0,0,5.113.400,0
000611199,20180517.,20180617.,C003819,A000327,18.00,CRC,"18,901.84",1,-1,0,0.00,0,0,"4,590.3300",0
000611211,20180517.,20180617.,C001074,A000344,12.00,CRC,"2,448.00",1,-1,0,0.00,0,0,"1,515.2300",0
000611238,20180518.,20180718.,C004108,A000341,15.00,CRC,"2,700.00",2,33,0,0.00,0,0,"1,364.4200",0
000611323,20180518.,20180618.,C001918,A000344,15.00,CRC,"3,060.00",1,-1,0,0.00,0,0,"1,894.0400",0
000611369,20180518.,20180618.,C000350,A000303,100.00,CRC,"25,502.40",1,-1,0,"3,315.31",0,0,"4,211.2000",0
000611404,20180518.,20180618.,C004006,A000301,24.00,CRC,"4,560.12",1,-1,0,592.82,0,0,7.468.900,0
000611599,20180519.,20180619.,C002080,A000303,12.00,CRC,"3,762.00",1,-1,0,489.06,0,0,"1,207.0600",0
000611599,20180519.,20180619.,C002080,A000305,12.00,CRC,"4,104.00",1,-1,0,533.52,0,0,"1,324.7000",0
000611607,20180519.,20180719.,C000274,A000308,1.00,CRC,"7,880.25",1,-1,0,"1,024.43",0,0,"3,197.2800",0
000611607,20180519.,20180719.,C000274,A000309,1.00,CRC,"11,205.25",1,-1,0,"1,456.68",0,0,"4,718.4500",0
000611747,20180521.,20180621.,C001640,A000336,6.00,CRC,"8,748.00",1,-1,0,0.00,0,0,"5,047.7800",0
000611784,20180521.,20180821.,C000395,A000382,10.00,CRC,"18,014.30",1,-1,0,0.00,0,0,"8,490.8200",0
000611934,20180522.,20180622.,C001918,A000382,34.00,CRC,"61,248.62",1,-1,0,0.00,0,0,"28,868.7800",0
000612068,20180522.,20180622.,C002110,A000308,2.00,CRC,"16,590.00",1,-1,0,"2,156.69",0,0,"7,224.0500",0
000612350,20180523.,20180823.,C003023,A000309,2.00,CRC,"23,590.00",1,-1,0,"3,066.69",0,0,"10,616.4100",0
000612402,20180523.,20180623.,C001237,A000334,3.00,CRC,"3,717.90",1,-1,0,0.00,0,0,"1,806.8800",0
000612424,20180523.,20180623.,C001779,A000313,1.00,CRC,"12,667.97",1,-1,0,"1,646.84",0,0,"4,125.3900",0
000612471,20180523.,20180623.,C003795,A000338,12.00,CRC,816.00,1,-1,0,0.00,0,0,4.090.700,0
000612474,20180523.,20180623.,C001011,A000301,100.00,CRC,"25,175.00",1,-1,0,"3,272.75",0,0,"9,286.5300",0
000612644,20180523.,20180623.,C004052,A000301,50.00,CRC,"9,500.25",1,-1,0,"1,235.03",0,0,"1,556.0100",0
000612644,20180523.,20180623.,C004052,A000303,12.00,CRC,"3,060.29",1,-1,0,397.84,0,0,5.053.500,0
000612644,20180523.,20180623.,C004052,A000305,12.00,CRC,"3,060.29",1,-1,0,397.84,0,0,2.809.900,0
000612657,20180523.,20180623.,C000783,A000345,6.00,CRC,"1,326.00",1,-1,0,0.00,0,0,8.531.300,0
000612709,20180524.,20180624.,C001779,A000313,1.00,CRC,"12,667.97",1,-1,0,"1,646.84",0,0,"4,125.3900",0
000612777,20180524.,20180624.,C000553,A000383,1.00,CRC,"4,671.85",1,-1,0,0.00,0,0,2.338.500,0
000612884,20180524.,20180624.,C000172,A000382,12.00,CRC,"21,617.16",1,-1,0,0.00,0,0,"10,188.9800",0
000612903,20180524.,20180624.,C001418,A000322,24.00,CRC,"22,800.99",1,-1,0,0.00,0,0,"5,631.0400",0
000612903,20180524.,20180624.,C001418,A000327,24.00,CRC,"25,202.45",1,-1,0,0.00,0,0,"6,120.4300",0
000612903,20180524.,20180624.,C001418,A000325,24.00,CRC,"26,401.52",1,-1,0,0.00,0,0,"6,609.2200",0
000612912,20180524.,20180624.,C002982,A000327,6.00,CRC,"6,300.61",1,-1,0,0.00,0,0,"1,530.1100",0
000612912,20180524.,20180624.,C002982,A000309,1.00,CRC,"11,795.00",1,-1,0,"1,533.35",0,0,"5,308.2000",0
000612912,20180524.,20180624.,C002982,A000308,1.00,CRC,"8,295.00",1,-1,0,"1,078.35",0,0,"3,612.0300",0
000612912,20180524.,20180624.,C002982,A000325,6.00,CRC,"6,600.38",1,-1,0,0.00,0,0,"1,652.3100",0
000613016,20180524.,20180624.,C002541,A000327,6.00,CRC,"6,299.84",1,-1,0,0.00,0,0,"1,529.3400",0
000613165,20180525.,20180625.,C001779,A000313,2.00,CRC,"25,335.94",1,-1,0,"3,293.67",0,0,"8,250.7900",0
000613184,20180525.,20180625.,C000499,A000364,1.00,CRC,"2,566.34",1,-1,0,0.00,0,0,1.286.400,0
000613772,20180529.,20180629.,C004056,A000356,6.00,CRC,"71,820.00",1,-1,0,0.00,0,0,"23,971.6800",0
000613834,20180529.,20180629.,C000131,A000309,6.00,CRC,"70,770.00",1,-1,0,"9,200.10",0,0,"31,849.2200",0
000613834,20180529.,20180629.,C000131,A000325,48.00,CRC,"52,803.03",1,-1,0,0.00,0,0,"13,218.4300",0
000613866,20180529.,20180729.,C000361,A000308,1.00,CRC,"8,295.00",1,-1,0,"1,078.35",0,0,"3,612.0300",0
000613992,20180529.,20180629.,C000506,A000327,12.00,CRC,"12,599.68",1,-1,0,0.00,0,0,"3,058.6700",0
000613992,20180529.,20180629.,C000506,A000336,6.00,CRC,"8,748.00",1,-1,0,0.00,0,0,"5,047.7800",0
000613992,20180529.,20180629.,C000506,A000324,12.00,CRC,"11,939.38",1,-1,0,0.00,0,0,"2,530.1500",0
000614080,20180530.,20180630.,C002935,A000382,26.00,CRC,"41,600.00",1,-1,0,0.00,0,0,"16,838.9500",0
000614081,20180530.,20180630.,C002935,A000359,4.00,CRC,"8,488.00",1,-1,0,0.00,0,0,"2,926.8100",0
